user_id,user_name,flagged,mean_proba,all,ratio,rank_flagged,rank_ratio,rank_proba,mean_rank,flagged_cum
22877789,Rosa Tomalá,1,0.48355412,2,0.5,56,37,931,341.3333333333333,8125
22655013,MarquisDeSlt,1,0.48944855,3,0.3333333333333333,56,61,907,341.3333333333333,8128
3953166,PattaFeuFeu,1,0.59539974,283,0.0035335689045936395,56,472,497,341.6666666666667,8411
21758061,sgopal,3,0.5556033,202,0.01485148514851485,54,335,637,342,8613
22836854,Flagelbob,1,0.47777253,1,1,56,1,970,342.3333333333333,8614
20574377,eirenemurphy,1,0.47750613,1,1,56,1,971,342.6666666666667,8615
22854640,Lu-ukia,1,0.50610906,8,0.125,56,132,840,342.6666666666667,8623
22890017,Nkhk_KMG,1,0.4971515,5,0.2,56,99,875,343.3333333333333,8628
22818828,Tiagan Koob,1,0.47728252,1,1,56,1,973,343.3333333333333,8629
22883770,itsgere,1,0.48247537,2,0.5,56,37,941,344.6666666666667,8631
22772288,SensioLabs_official,1,0.47571203,1,1,56,1,978,345,8632
22838087,Diabetres33,1,0.48220944,2,0.5,56,37,942,345,8634
21657097,pratsonu,1,0.4860272,3,0.3333333333333333,56,61,920,345.6666666666667,8637
10709227,Figgy_c,1,0.48995638,4,0.25,56,79,902,345.6666666666667,8641
22887757,raturner21,1,0.47512284,1,1,56,1,980,345.6666666666667,8642
22866104,PQ027,3,0.48641613,10,0.3,54,66,918,346,8652
12919591,Sk8rSk8rmasterb8r,4,0.4804544,7,0.5714285714285714,53,30,955,346,8659
22780770,Ru-Kai,2,0.50459015,18,0.1111111111111111,55,144,846,348.3333333333333,8677
10491928,zulu186,1,0.4733613,1,1,56,1,988,348.3333333333333,8678
20138909,RSch99,3,0.4765478,4,0.75,54,18,974,348.6666666666667,8682
21873918,Arnoldobarbaro,1,0.4963167,6,0.16666666666666666,56,111,880,349,8688
22874299,elliecaholic,1,0.47292268,1,1,56,1,991,349.3333333333333,8689
22795912,Nettonivillac,1,0.47285336,1,1,56,1,992,349.6666666666667,8690
22883776,singleuse1,1,0.5066987,12,0.08333333333333333,56,161,833,350,8702
22842228,Nanocarbide,1,0.4802663,2,0.5,56,37,957,350,8704
22852723,Rafael s s vieira,1,0.47275648,1,1,56,1,994,350.3333333333333,8705
20726033,robcook3011,1,0.48025686,2,0.5,56,37,958,350.3333333333333,8707
22794444,guywithhat,1,0.48292515,3,0.3333333333333333,56,61,935,350.6666666666667,8710
22853442,Sude Kesimoğlu,1,0.47977695,2,0.5,56,37,960,351,8712
22864910,Marc de Guilleries,1,0.47915167,2,0.5,56,37,963,352,8714
22805058,PGzHGA5Nic,1,0.47909454,2,0.5,56,37,964,352.3333333333333,8716
22851023,Ben W_work,2,0.47887966,4,0.5,55,37,966,352.6666666666667,8720
22159362,Rodwillo,4,0.47589433,7,0.5714285714285714,53,30,977,353.3333333333333,8727
22826042,HipBadger - Web Design & Local SEO Agency,1,0.4712278,1,1,56,1,1003,353.3333333333333,8728
22774007,AdamLanzaTheMobileWikipediaVideoEditor8341HD,3,0.4732456,4,0.75,54,18,989,353.6666666666667,8732
11968424,El-Caz,1,0.49186453,6,0.16666666666666666,56,111,894,353.6666666666667,8738
22890422,hammond23,1,0.47088113,1,1,56,1,1005,354,8739
22847265,Cheeseburger86,1,0.48189136,3,0.3333333333333333,56,61,945,354,8742
22870869,carlitosrg,1,0.47051713,1,1,56,1,1006,354.3333333333333,8743
20753406,nanscpa,1,0.47049809,1,1,56,1,1007,354.6666666666667,8744
22796599,Romexe,2,0.4700498,2,1,55,1,1010,355.3333333333333,8746
16896522,Eugene Zaychenko,1,0.469277,1,1,56,1,1011,356,8747
22793228,Spyros400h,3,0.47220185,4,0.75,54,18,997,356.3333333333333,8751
22857965,PERFECTAS Y NOBLES,1,0.4691035,1,1,56,1,1012,356.3333333333333,8752
22772548,schneeleopardchen,1,0.57823986,222,0.0045045045045045045,56,452,563,357,8974
22261166,Pasha58,3,0.5359771,152,0.019736842105263157,54,302,715,357,9126
22497307,pqw144,4,0.47782964,10,0.4,53,50,969,357.3333333333333,9136
22789709,Kabug,1,0.4826167,4,0.25,56,79,939,358,9140
18045910,campbell_soop88,2,0.47250658,3,0.6666666666666666,55,23,996,358,9143
22811478,TataMaps,1,0.47500715,2,0.5,56,37,981,358,9145
5486146,k3019,1,0.46774808,1,1,56,1,1018,358.3333333333333,9146
22774451,Leonid Artioukhov,1,0.485986,5,0.2,56,99,921,358.6666666666667,9151
22850718,Joe_00,6,0.49697307,62,0.0967741935483871,51,150,876,359,9213
21641065,AdamR12345,5,0.4679769,6,0.8333333333333334,52,11,1015,359.3333333333333,9219
22836325,sbmthakur,1,0.5065655,17,0.058823529411764705,56,190,834,360,9236
22882505,SpecOpz,1,0.46728736,1,1,56,1,1023,360,9237
22827217,Shubham_M,1,0.4671845,1,1,56,1,1024,360.3333333333333,9238
22874967,Pablo1978*,1,0.46698195,1,1,56,1,1026,361,9239
22822273,Z80_BinLife,1,0.4817483,4,0.25,56,79,948,361,9243
22867292,Hyassou,1,0.4784873,3,0.3333333333333333,56,61,968,361.6666666666667,9246
22828944,TheFlexinTexan,1,0.46605653,1,1,56,1,1030,362.3333333333333,9247
22887469,KorbenZ,1,0.50391173,16,0.0625,56,185,848,363,9263
22892073,José Herrera Álvarez,1,0.46602276,1,1,56,1,1032,363,9264
22573037,Mapper481526,1,0.4659413,1,1,56,1,1033,363.3333333333333,9265
22873783,Rico21051984,29,0.46602327,51,0.5686274509803921,28,31,1031,363.3333333333333,9316
22826054,tmm576,3,0.4764997,9,0.3333333333333333,54,61,975,363.3333333333333,9325
22884412,AAA785,1,0.47210622,2,0.5,56,37,1000,364.3333333333333,9327
21429020,mikesheffler,1,0.46495488,1,1,56,1,1038,365,9328
22875838,павел барыбин,8,0.4996118,127,0.06299212598425197,49,184,864,365.6666666666667,9455
22682030,seblopez223,1,0.4639215,1,1,56,1,1040,365.6666666666667,9456
14205986,edward0801,1,0.46390262,1,1,56,1,1041,366,9457
22345270,Tipo de incógnito de verdad,1,0.46270406,1,1,56,1,1043,366.6666666666667,9458
22808376,siglosi,1,0.47446325,3,0.3333333333333333,56,61,984,367,9461
22692895,Stocki0402,1,0.4701501,2,0.5,56,37,1008,367,9463
22822055,sunseaside,3,0.4661381,4,0.75,54,18,1029,367,9467
1722488,Mateusz Konieczny,1,0.5928475,1093,0.0009149130832570906,56,541,509,368.6666666666667,10560
22845019,tntelectric11,1,0.46154404,1,1,56,1,1050,369,10561
11155676,jemily1,1,0.48252153,6,0.16666666666666666,56,111,940,369,10567
21564763,ferdelll,1,0.46132523,1,1,56,1,1052,369.6666666666667,10568
22869960,DrF_Master7,5,0.4817656,30,0.16666666666666666,52,111,946,369.6666666666667,10598
22859207,NickZarembo,2,0.4728161,6,0.3333333333333333,55,61,993,369.6666666666667,10604
22789899,9neutrons,1,0.46774912,2,0.5,56,37,1017,370,10606
22851485,htf i,1,0.4612631,1,1,56,1,1055,370.6666666666667,10607
21771523,JPAKx4,2,0.52226436,88,0.022727272727272728,55,286,771,370.6666666666667,10695
22876280,SpboschAber,1,0.46121076,1,1,56,1,1056,371,10696
22504038,Talinn123,1,0.52935505,58,0.017241379310344827,56,317,740,371,10754
22824796,Holly Thompson,1,0.47534558,4,0.25,56,79,979,371.3333333333333,10758
22859718,ceiron,2,0.49510682,29,0.06896551724137931,55,176,883,371.3333333333333,10787
22887316,dotted075,1,0.5035344,22,0.045454545454545456,56,212,850,372.6666666666667,10809
22859187,Matthew Joel Gross,1,0.45710495,1,1,56,1,1063,373.3333333333333,10810
22699224,Guigui22,1,0.4709836,3,0.3333333333333333,56,61,1004,373.6666666666667,10813
22888253,Scott McGie,1,0.46635443,2,0.5,56,37,1028,373.6666666666667,10815
22844383,sokur197,5,0.47012073,15,0.3333333333333333,52,61,1009,374,10830
1289099,GeoBearcat,1,0.47373194,4,0.25,56,79,987,374,10834
22880361,iris1235980765,2,0.47308892,8,0.25,55,79,990,374.6666666666667,10842
22858674,DBliss00,1,0.49659818,17,0.058823529411764705,56,190,878,374.6666666666667,10859
22822117,AMagarey,1,0.48278946,8,0.125,56,132,937,375,10867
22880585,Aset PALUTA,1,0.46563706,2,0.5,56,37,1034,375.6666666666667,10869
22717721,Sr Oculto,1,0.46562764,2,0.5,56,37,1035,376,10871
22824793,pebasantaf,1,0.49980766,21,0.047619047619047616,56,209,863,376,10892
22891375,OllieWalle,1,0.46541312,2,0.5,56,37,1036,376.3333333333333,10894
22725476,Martaietn,1,0.46534738,2,0.5,56,37,1037,376.6666666666667,10896
11550253,kcnorthlander42,1,0.4727027,4,0.25,56,79,995,376.6666666666667,10900
18383633,NTMalhamPaths,1,0.4556803,1,1,56,1,1074,377,10901
20050916,skliarovskyi,5,0.45660782,6,0.8333333333333334,52,11,1069,377.3333333333333,10907
22847048,dShum,1,0.45558816,1,1,56,1,1075,377.3333333333333,10908
22856526,Shah-Alam,1,0.49259967,16,0.0625,56,185,891,377.3333333333333,10924
22891921,Mariela Alejandra RM,1,0.45496258,1,1,56,1,1077,378,10925
22878789,Taha Akhawala,1,0.47211727,4,0.25,56,79,999,378,10929
22876510,Asyrfmsa,1,0.4675753,3,0.3333333333333333,56,61,1019,378.6666666666667,10932
22892025,Luis Morejón,1,0.45418927,1,1,56,1,1079,378.6666666666667,10933
22844000,Fabeatle,1,0.45408106,1,1,56,1,1080,379,10934
13039181,stomin,1,0.47138378,4,0.25,56,79,1002,379,10938
22856481,gusiiic,1,0.46755275,3,0.3333333333333333,56,61,1020,379,10941
22820738,gerard6407,2,0.4840235,22,0.09090909090909091,55,156,928,379.6666666666667,10963
22875822,HOTEL WHEAT WACCA,1,0.45364788,1,1,56,1,1083,380,10964
22887183,TheRob3rto,2,0.45359606,2,1,55,1,1085,380.3333333333333,10966
22840336,SRoman27,1,0.4739629,5,0.2,56,99,986,380.3333333333333,10971
22839892,adipierro,1,0.46701106,3,0.3333333333333333,56,61,1025,380.6666666666667,10974
22092582,trev0b,1,0.453269,1,1,56,1,1087,381.3333333333333,10975
20842093,tannerjwatkins,1,0.50592107,33,0.030303030303030304,56,250,841,382.3333333333333,11008
21638962,oneadventure,1,0.45246497,1,1,56,1,1091,382.6666666666667,11009
22856909,47377298cshhs,3,0.48766074,47,0.06382978723404255,54,182,914,383.3333333333333,11056
22672339,aldinaa,1,0.45166734,1,1,56,1,1094,383.6666666666667,11057
14683601,Voloroknick,3,0.4612781,7,0.42857142857142855,54,43,1054,383.6666666666667,11064
22806134,Kruthika Vishwanath,1,0.47427112,6,0.16666666666666666,56,111,985,384,11070
22767246,Michael787,1,0.46022695,2,0.5,56,37,1060,384.3333333333333,11072
22532652,Hannah Kates,1,0.4508113,1,1,56,1,1097,384.6666666666667,11073
22825137,WalnutFox,1,0.45077142,1,1,56,1,1098,385,11074
22797900,kotzamalouka,1,0.45708337,2,0.5,56,37,1064,385.6666666666667,11076
22777605,Caribbean Resort Suites,1,0.45012304,1,1,56,1,1100,385.6666666666667,11077
22778118,Lavanya k,6,0.45283005,8,0.75,51,18,1089,386,11085
22850222,manu4530864,21,0.46456268,89,0.23595505617977527,36,84,1039,386.3333333333333,11174
22806770,mbork617,1,0.4569324,2,0.5,56,37,1066,386.3333333333333,11176
22851472,mcmoch,1,0.44843894,1,1,56,1,1106,387.6666666666667,11177
22186607,DasAmpelmännchen,1,0.45647857,2,0.5,56,37,1070,387.6666666666667,11179
10207042,leon1912,1,0.485728,16,0.0625,56,185,923,388,11195
22836642,Rollingcoin,2,0.48845005,38,0.05263157894736842,55,199,910,388,11233
22870585,bote-68,1,0.44820133,1,1,56,1,1107,388,11234
22677641,FightResist891,1,0.46193334,3,0.3333333333333333,56,61,1047,388,11237
22861090,MENOSHKA,1,0.4474177,1,1,56,1,1110,389,11238
22612233,KateSmith112,2,0.4467861,2,1,55,1,1112,389.3333333333333,11240
22825257,MB204,3,0.47917363,32,0.09375,54,153,962,389.6666666666667,11272
21770104,USA Editor,5,0.45588,12,0.4166666666666667,52,46,1073,390.3333333333333,11284
22729690,Jack Blackfimoz,1,0.4467253,1,1,56,1,1114,390.3333333333333,11285
22781089,Nutg3m,1,0.4542822,2,0.5,56,37,1078,390.3333333333333,11287
18997891,JohnMaddenMaps,2,0.4774057,19,0.10526315789473684,55,145,972,390.6666666666667,11306
22832271,SBwoods,2,0.44614398,2,1,55,1,1117,391,11308
22873482,Ernestwagnur,1,0.45382872,2,0.5,56,37,1081,391.3333333333333,11310
10285114,Priyanka_Kumari,2,0.52005404,139,0.014388489208633094,55,337,783,391.6666666666667,11449
21835670,stevecon,1,0.45377034,2,0.5,56,37,1082,391.6666666666667,11451
21945629,Kootenehs,1,0.4459778,1,1,56,1,1118,391.6666666666667,11452
22837985,Okeechobee Orioles,3,0.4534202,6,0.5,54,37,1086,392.3333333333333,11458
22821249,Countertops & More,1,0.44573322,1,1,56,1,1121,392.6666666666667,11459
22843314,scherer92,1,0.46886343,6,0.16666666666666666,56,111,1013,393.3333333333333,11465
22673027,JoeBlakeB,1,0.46238816,4,0.25,56,79,1045,393.3333333333333,11469
22785007,kk55ff2h,1,0.4619788,4,0.25,56,79,1046,393.6666666666667,11473
22631457,commonquitter,2,0.4526458,4,0.5,55,37,1090,394,11477
22878465,juan tumbala,3,0.45229375,6,0.5,54,37,1092,394.3333333333333,11483
8926034,LukeyBear,2,0.48330218,37,0.05405405405405406,55,196,933,394.6666666666667,11520
21168611,You3njoyMys3lf,5,0.47464257,52,0.09615384615384616,52,151,982,395,11572
21709497,lu456,1,0.4568691,3,0.3333333333333333,56,61,1068,395,11575
22782022,shelby174,1,0.45192137,2,0.5,56,37,1093,395.3333333333333,11577
22824597,Jo Segers,1,0.44427282,1,1,56,1,1130,395.6666666666667,11578
22782917,Sumit59,6,0.44677758,9,0.6666666666666666,51,23,1113,395.6666666666667,11587
22883754,dtroofing,1,0.4435456,1,1,56,1,1134,397,11588
22871076,Fersoongorey,1,0.44348085,1,1,56,1,1135,397.3333333333333,11589
22856759,jrqberry,1,0.44346064,1,1,56,1,1136,397.6666666666667,11590
22800135,Addiesz,1,0.4498574,2,0.5,56,37,1103,398.6666666666667,11592
21667078,j0k4i,1,0.49429655,36,0.027777777777777776,56,260,885,400.3333333333333,11628
22855163,warudo,13,0.46080923,64,0.203125,44,98,1059,400.3333333333333,11692
22828930,ygtgngr,4,0.44475955,6,0.6666666666666666,53,23,1126,400.6666666666667,11698
20490803,carlaldrich,1,0.44786775,2,0.5,56,37,1109,400.6666666666667,11700
22878750,ZFFWI,1,0.44211972,1,1,56,1,1147,401.3333333333333,11701
22803950,Skaramouche,1,0.45624042,4,0.25,56,79,1072,402.3333333333333,11705
22819789,Mikelevis276,1,0.44198504,1,1,56,1,1150,402.3333333333333,11706
22851581,Wolfboyy,1,0.44159436,1,1,56,1,1152,403,11707
22780528,dsc ghetto,1,0.4461769,2,0.5,56,37,1116,403,11709
22557335,KavirDesert,1,0.5081802,63,0.015873015873015872,56,327,826,403,11772
22862890,Abernathy Roofing and Construction,1,0.44130072,1,1,56,1,1153,403.3333333333333,11773
21859873,bigmanbusman,6,0.4403104,6,1,51,1,1158,403.3333333333333,11779
22728537,Nastassia Kazlouskaya,1,0.44086164,1,1,56,1,1154,403.6666666666667,11780
22870874,Regina Torres2701,1,0.44074288,1,1,56,1,1155,404,11781
22852576,Alex Herrmann,1,0.4407204,1,1,56,1,1156,404.3333333333333,11782
22441793,andrii_sudak,23,0.4424135,46,0.5,34,37,1143,404.6666666666667,11828
22824883,timh98,1,0.47600615,16,0.0625,56,185,976,405.6666666666667,11844
22876669,soundperformanceroofing,1,0.43995768,1,1,56,1,1160,405.6666666666667,11845
21766102,Yannnnnnnnn,1,0.4397478,1,1,56,1,1161,406,11846
22776745,gewentz,1,0.4448338,2,0.5,56,37,1125,406,11848
22869829,Garden Sharing,1,0.46138152,6,0.16666666666666666,56,111,1051,406,11854
22880319,purpleTieDye,1,0.4536145,4,0.25,56,79,1084,406.3333333333333,11858
22823546,tom_some2005,1,0.4394611,1,1,56,1,1162,406.3333333333333,11859
21880486,computerOwl,1,0.5342511,200,0.005,56,442,722,406.6666666666667,12059
21089607,eb_map_helper,1,0.43924844,1,1,56,1,1163,406.6666666666667,12060
16949312,𒂼𒄄　,6,0.4617305,40,0.15,51,122,1048,407,12100
22866754,shb1116,1,0.4390663,1,1,56,1,1164,407,12101
20942029,zhiar590,1,0.4838981,28,0.03571428571428571,56,236,929,407,12129
22878865,Samuel Eduardo Pincay Vélez,2,0.4787977,38,0.05263157894736842,55,199,967,407,12167
22783334,Mike Taylor IDAHO,1,0.44919172,3,0.3333333333333333,56,61,1105,407.3333333333333,12170
22835883,Futuremkk,3,0.44643116,8,0.375,54,53,1115,407.3333333333333,12178
21679056,jeffersonadlib,1,0.4389092,1,1,56,1,1166,407.6666666666667,12179
22831335,gridoo,1,0.4388235,1,1,56,1,1167,408,12180
22672645,Chelmsford Paths,4,0.4443976,9,0.4444444444444444,53,42,1129,408,12189
22510997,pyzdauskas13,1,0.46108297,6,0.16666666666666666,56,111,1057,408,12195
21116597,TrPM2024,1,0.4675087,10,0.1,56,148,1021,408.3333333333333,12205
1420318,4b696d,1,0.47217914,14,0.07142857142857142,56,172,998,408.6666666666667,12219
22741557,BlueHazard,1,0.4386271,1,1,56,1,1169,408.6666666666667,12220
22872455,maajdesign,1,0.4617213,7,0.14285714285714285,56,125,1049,410,12227
10672122,moeller97,1,0.44336745,2,0.5,56,37,1137,410,12229
22783902,Simon Barlow,4,0.43686047,4,1,53,1,1177,410.3333333333333,12233
22881498,Mark Nefedov,1,0.48176545,26,0.038461538461538464,56,229,947,410.6666666666667,12259
22788367,michal_ulinski,1,0.44252852,2,0.5,56,37,1140,411,12261
22858471,YYYPPPP,1,0.44583532,3,0.3333333333333333,56,61,1119,412,12264
22805646,StarYoda,1,0.4368522,1,1,56,1,1179,412,12265
22828544,Yassir_Fakiri,1,0.45009753,4,0.25,56,79,1101,412,12269
22164288,Savannahgepstein,3,0.4425852,7,0.42857142857142855,54,43,1139,412,12276
22885603,RezaNargesian,1,0.44235483,2,0.5,56,37,1145,412.6666666666667,12278
22798823,ACCTulsa,1,0.43623188,1,1,56,1,1181,412.6666666666667,12279
22846663,28VT,1,0.43602455,1,1,56,1,1182,413,12280
22830444,Frxndres,1,0.44531977,3,0.3333333333333333,56,61,1122,413,12283
22863974,Redwane56,1,0.43600836,1,1,56,1,1183,413.3333333333333,12284
22876968,Mert Düzgünoğl,1,0.4718428,16,0.0625,56,185,1001,414,12300
10624067,cs1601,1,0.44202635,2,0.5,56,37,1149,414,12302
22863378,robtru,1,0.4355001,1,1,56,1,1186,414.3333333333333,12303
22887737,January Bailey,1,0.46249384,9,0.1111111111111111,56,144,1044,414.6666666666667,12312
22887341,Andrei20202122222,1,0.4350533,1,1,56,1,1188,415,12313
22833363,Urias Demarkus,1,0.4346905,1,1,56,1,1192,416.3333333333333,12314
803188,Stafvp,1,0.44361374,3,0.3333333333333333,56,61,1132,416.3333333333333,12317
21856063,残阳逐流,1,0.48107275,30,0.03333333333333333,56,241,953,416.6666666666667,12347
22862888,pps345,1,0.4405899,2,0.5,56,37,1157,416.6666666666667,12349
22875052,EduPG,1,0.4574441,8,0.125,56,132,1062,416.6666666666667,12357
22782593,Thiago Luis Moreira Costa,1,0.45091295,5,0.2,56,99,1096,417,12362
21380780,ylitvinova,1,0.43355533,1,1,56,1,1194,417,12363
22841198,thegraniteexpo,1,0.43303704,1,1,56,1,1196,417.6666666666667,12364
22721518,majidreza1254,7,0.44394836,26,0.2692307692307692,50,73,1131,418,12390
22796806,Max828484,6,0.44294178,20,0.3,51,66,1138,418.3333333333333,12410
22829897,EwelinaSarna,1,0.4323564,1,1,56,1,1199,418.6666666666667,12411
22878569,PasaulesGlabejs,4,0.44207114,11,0.36363636363636365,53,55,1148,418.6666666666667,12422
20626809,bhanupkh,1,0.4554795,7,0.14285714285714285,56,125,1076,419,12429
22862812,Lotasuy,1,0.43168178,1,1,56,1,1202,419.6666666666667,12430
22711752,Judy Wang RTD,3,0.43686318,5,0.6,54,29,1176,419.6666666666667,12435
14119533,Ieuan Jenkins,1,0.46693516,15,0.06666666666666667,56,178,1027,420.3333333333333,12450
22862139,Samdj,2,0.43062237,2,1,55,1,1206,420.6666666666667,12452
22788238,ClementMtrl,1,0.43849942,2,0.5,56,37,1170,421,12454
22723613,rboda,17,0.4423888,70,0.24285714285714285,40,80,1144,421.3333333333333,12524
22870534,CamdenS,1,0.45056885,6,0.16666666666666666,56,111,1099,422,12530
22570588,OldGoat2,1,0.4301972,1,1,56,1,1209,422,12531
20793461,Mustafa Kamal saleh,6,0.42981955,6,1,51,1,1214,422,12537
22837958,MATTHIAS RIECKER,1,0.4376453,2,0.5,56,37,1174,422.3333333333333,12539
22761738,Zaki_SASSI,2,0.43002555,2,1,55,1,1211,422.3333333333333,12541
409591,pacoingles,2,0.49060678,114,0.017543859649122806,55,314,899,422.6666666666667,12655
22782161,esmithMariposa,1,0.4498053,6,0.16666666666666666,56,111,1104,423.6666666666667,12661
22878550,libiach2025,1,0.4563797,9,0.1111111111111111,56,144,1071,423.6666666666667,12670
22780015,2894,3,0.44996166,19,0.15789473684210525,54,116,1102,424,12689
22825400,Cozypunk,1,0.4745412,28,0.03571428571428571,56,236,983,425,12717
22856383,MCL22,1,0.4294368,1,1,56,1,1218,425,12718
20618910,928vette,1,0.44793415,6,0.16666666666666666,56,111,1108,425,12724
311318,luiswoo,1,0.440038,3,0.3333333333333333,56,61,1159,425.3333333333333,12727
22847500,Sakithati,1,0.44247803,4,0.25,56,79,1142,425.6666666666667,12731
21302105,Connorcovs22,1,0.4291084,1,1,56,1,1220,425.6666666666667,12732
22819319,delanuez,1,0.43591794,2,0.5,56,37,1184,425.6666666666667,12734
17798051,LAZACARTO,1,0.52465934,246,0.0040650406504065045,56,458,763,425.6666666666667,12980
22812615,Crazy-Once,1,0.46780404,20,0.05,56,205,1016,425.6666666666667,13000
22867711,PandemicExpress,1,0.42889023,1,1,56,1,1221,426,13001
22832381,Attarr,1,0.43571973,2,0.5,56,37,1185,426,13003
10619860,Sonic Chen,3,0.43057144,4,0.75,54,18,1207,426.3333333333333,13007
17597691,Azbestcik,1,0.44525453,5,0.2,56,99,1124,426.3333333333333,13012
21932792,Shang jewellery 2,1,0.42882848,1,1,56,1,1222,426.3333333333333,13013
22783002,amandatirado,1,0.42867512,1,1,56,1,1223,426.6666666666667,13014
22884695,Pathiggins,1,0.42797965,1,1,56,1,1225,427.3333333333333,13015
118273,AliMap,1,0.43499,2,0.5,56,37,1189,427.3333333333333,13017
14131550,Rotemcy,1,0.44451454,5,0.2,56,99,1128,427.6666666666667,13022
22822501,Adam Aladdin,1,0.42781538,1,1,56,1,1228,428.3333333333333,13023
22638109,Enjoister,5,0.44531113,29,0.1724137931034483,52,110,1123,428.3333333333333,13052
22891570,Cruhtx,1,0.42777395,1,1,56,1,1229,428.6666666666667,13053
22853289,Eliacith31,1,0.46750787,21,0.047619047619047616,56,209,1022,429,13074
22094587,kailanep,1,0.43334985,2,0.5,56,37,1195,429.3333333333333,13076
22431273,YVGENUA2012,1,0.4570798,13,0.07692307692307693,56,167,1065,429.3333333333333,13089
22875262,marciszon1,2,0.4632493,35,0.05714285714285714,55,192,1042,429.6666666666667,13124
22656653,Vadim_m_m,2,0.43238556,4,0.5,55,37,1198,430,13128
12946459,YoPuzzMaps!,1,0.42705852,1,1,56,1,1233,430,13129
22497244,Lucas Global Nomad,1,0.4374919,3,0.3333333333333333,56,61,1175,430.6666666666667,13132
21506626,naniarig,2,0.42632395,2,1,55,1,1238,431.3333333333333,13134
8488408,ka9taw,1,0.43685624,3,0.3333333333333333,56,61,1178,431.6666666666667,13137
22882683,Viejo leo,1,0.4257543,1,1,56,1,1242,433,13138
22397007,USAKOOON,3,0.44583312,21,0.14285714285714285,54,125,1120,433,13159
22860905,Involve Digital,5,0.4278233,7,0.7142857142857143,52,20,1227,433,13166
22848930,Josef666,1,0.4390418,4,0.25,56,79,1165,433.3333333333333,13170
18392102,Lendekat001,1,0.4249691,1,1,56,1,1243,433.3333333333333,13171
22829557,Escartin_Hugo,1,0.44355583,6,0.16666666666666666,56,111,1133,433.3333333333333,13177
22885083,DownAtTheOzdust,3,0.45689273,46,0.06521739130434782,54,180,1067,433.6666666666667,13223
22780059,19adam99,1,0.42481115,1,1,56,1,1245,434,13224
18822944,4barz,3,0.4240203,3,1,54,1,1248,434.3333333333333,13227
22779421,Muntaha Alqasmi,1,0.424576,1,1,56,1,1247,434.6666666666667,13228
22637783,Ulsternush,1,0.42994857,2,0.5,56,37,1212,435,13230
22602422,TimesNewMe,1,0.42380762,1,1,56,1,1249,435.3333333333333,13231
22859014,Jsheuat,1,0.43812987,4,0.25,56,79,1171,435.3333333333333,13235
22829581,Grenvic,1,0.46106535,18,0.05555555555555555,56,193,1058,435.6666666666667,13253
22800675,Paul Landers,4,0.42823803,7,0.5714285714285714,53,30,1224,435.6666666666667,13260
22857084,gropgrop,1,0.42318463,1,1,56,1,1250,435.6666666666667,13261
22870205,A Good Morning Tree Service LLC,1,0.42300388,1,1,56,1,1251,436,13262
22376683,YourLocalBasement10,1,0.4295969,2,0.5,56,37,1215,436,13264
20501059,washboo,1,0.4295956,2,0.5,56,37,1216,436.3333333333333,13266
22071271,juanrodriguez0987,1,0.4225493,1,1,56,1,1253,436.6666666666667,13267
22859780,Xena Zhao,1,0.45301723,13,0.07692307692307693,56,167,1088,437,13280
22881222,aualliso,1,0.4293204,2,0.5,56,37,1219,437.3333333333333,13282
22800072,jnisco21,1,0.42223,1,1,56,1,1255,437.3333333333333,13283
22865674,JBREILHAMAN,2,0.4217828,2,1,55,1,1257,437.6666666666667,13285
18181809,RayzxD,1,0.48322397,61,0.01639344262295082,56,324,934,438,13346
22867183,Rommel Cid,1,0.42130893,1,1,56,1,1258,438.3333333333333,13347
22738095,Xaioling,1,0.4206463,1,1,56,1,1260,439,13348
22826351,tpd1864blake,10,0.43006378,31,0.3225806451612903,47,63,1210,440,13379
22708200,Mane Mix 10,1,0.46818206,33,0.030303030303030304,56,250,1014,440,13412
22366268,saratejate,1,0.41945264,1,1,56,1,1265,440.6666666666667,13413
22890718,JL_Rand,1,0.4192707,1,1,56,1,1266,441,13414
22210421,白洲 梨沙子,1,0.43870473,5,0.2,56,99,1168,441,13419
22785045,GabriellaBowers,1,0.41923285,1,1,56,1,1267,441.3333333333333,13420
22876575,Hannahod,1,0.4188666,1,1,56,1,1269,442,13421
22825116,BRC-AYP,5,0.4198986,6,0.8333333333333334,52,11,1263,442,13427
22834798,Stationarytraveller,2,0.43276215,8,0.25,55,79,1197,443.6666666666667,13435
22860134,Jonathan Ramsey,1,0.41716594,1,1,56,1,1275,444,13436
22861915,HussainAhmed,2,0.42252228,3,0.6666666666666666,55,23,1254,444,13439
21257675,XTR43,1,0.41712433,1,1,56,1,1276,444.3333333333333,13440
10142223,Emabarto,2,0.49235582,216,0.009259259259259259,55,386,893,444.6666666666667,13656
21547128,DSM Airport,1,0.41674224,1,1,56,1,1279,445.3333333333333,13657
22730373,Gedd Constable,1,0.42490277,2,0.5,56,37,1244,445.6666666666667,13659
22846943,208 Mobile Homes,1,0.41668314,1,1,56,1,1280,445.6666666666667,13660
22804310,L8 DJT,35,0.4258569,130,0.2692307692307692,24,73,1241,446,13790
22730757,javidosa,3,0.4274644,8,0.375,54,53,1231,446,13798
22886246,Anvarbek88,1,0.41599578,1,1,56,1,1282,446.3333333333333,13799
22844137,Azurien86,2,0.41580278,2,1,55,1,1284,446.6666666666667,13801
22304390,Brennen chase Crouch,1,0.41592416,1,1,56,1,1283,446.6666666666667,13802
